frame,timestamp,idx,x,y,z,velocity,range
4,1770809652.839265,2,-1.1288923025131226,1.0920116901397705,0.0,0.0,1.570632790334933
4,1770809652.839265,3,-1.1561602354049683,2.002528190612793,0.0,0.0,2.31232040256765
4,1770809652.839265,4,-1.259778380393982,3.441480875015259,0.0,0.0,3.664809978812527
4,1770809652.839265,5,-1.589720368385315,4.34282112121582,0.0,0.0,4.624641190464118
4,1770809652.839265,6,-1.4111154079437256,4.8147735595703125,0.0,0.0,5.017299186262821
4,1770809652.839265,7,3.471207618713379,4.7041778564453125,0.0,0.0,5.846244233461704
4,1770809652.839265,8,3.3607723712921143,5.359618186950684,0.0,0.0,6.326159817893708
4,1770809652.839265,9,3.762974262237549,7.0910964012146,0.0,0.0,8.027678585343391
4,1770809652.839265,10,0.3244883716106415,5.181663513183594,0.0,-0.8521279692649841,5.191813697270797
4,1770809652.839265,11,-1.6224418878555298,4.931796073913574,0.0,-0.8521279692649841,5.19181376728187
13,1770809652.878507,0,0.2863132655620575,0.10627498477697372,0.0,0.0,0.305400816020775
13,1770809652.878507,1,-0.3953849971294403,0.1844368875026703,0.0,0.0,0.436286902653197
13,1770809652.878507,2,-1.1288923025131226,1.0920116901397705,0.0,0.0,1.570632790334933
13,1770809652.878507,3,-1.1561602354049683,2.002528190612793,0.0,0.0,2.31232040256765
13,1770809652.878507,4,-1.259778380393982,3.441480875015259,0.0,0.0,3.664809978812527
13,1770809652.878507,5,-1.589720368385315,4.34282112121582,0.0,0.0,4.624641190464118
13,1770809652.878507,6,-1.4111154079437256,4.8147735595703125,0.0,0.0,5.017299186262821
13,1770809652.878507,7,3.471207618713379,4.7041778564453125,0.0,0.0,5.846244233461704
13,1770809652.878507,8,3.3607723712921143,5.359618186950684,0.0,0.0,6.326159817893708
13,1770809652.878507,9,3.762974262237549,7.0910964012146,0.0,0.0,8.027678585343391
13,1770809652.878507,10,0.1390664428472519,4.447952747344971,0.0,-0.8521279692649841,4.450126191260183
14,1770809652.9757903,0,0.2863132655620575,0.10627498477697372,0.0,0.0,0.305400816020775
14,1770809652.9757903,1,-0.3953849971294403,0.1844368875026703,0.0,0.0,0.436286902653197
14,1770809652.9757903,2,-1.1288923025131226,1.0920116901397705,0.0,0.0,1.570632790334933
14,1770809652.9757903,3,-1.1561602354049683,2.002528190612793,0.0,0.0,2.31232040256765
14,1770809652.9757903,4,-1.259778380393982,3.441480875015259,0.0,0.0,3.664809978812527
14,1770809652.9757903,5,-1.589720368385315,4.34282112121582,0.0,0.0,4.624641190464118
14,1770809652.9757903,6,-1.4111154079437256,4.8147735595703125,0.0,0.0,5.017299186262821
14,1770809652.9757903,7,3.471207618713379,4.7041778564453125,0.0,0.0,5.846244233461704
14,1770809652.9757903,8,3.3607723712921143,5.359618186950684,0.0,0.0,6.326159817893708
14,1770809652.9757903,9,3.762974262237549,7.0910964012146,0.0,0.0,8.027678585343391
14,1770809652.9757903,10,0.2672257125377655,4.267252445220947,0.0,-0.7303954362869263,4.275611419748697
14,1770809652.9757903,11,-0.13633964955806732,4.3607378005981445,0.0,-0.7303954362869263,4.362868628048197
14,1770809652.9757903,12,0.0,4.537383556365967,0.0,-0.7303954362869263,4.537383556365967
14,1770809652.9757903,13,-1.985105276107788,4.080098628997803,0.0,-0.7303954362869263,4.537383362642034
14,1770809652.9757903,14,-2.5031960010528564,3.9919915199279785,0.0,-0.7303954362869263,4.711898398189832
14,1770809652.9757903,15,-4.5646514892578125,1.1687359809875488,0.0,-0.7303954362869263,4.711898450904741
15,1770809653.0786917,0,0.2863132655620575,0.10627498477697372,0.0,0.0,0.305400816020775
15,1770809653.0786917,1,-0.3953849971294403,0.1844368875026703,0.0,0.0,0.436286902653197
15,1770809653.0786917,2,-1.1288923025131226,1.0920116901397705,0.0,0.0,1.570632790334933
15,1770809653.0786917,3,-1.1561602354049683,2.002528190612793,0.0,0.0,2.31232040256765
15,1770809653.0786917,4,-1.259778380393982,3.441480875015259,0.0,0.0,3.664809978812527
15,1770809653.0786917,5,-1.589720368385315,4.34282112121582,0.0,0.0,4.624641190464118
15,1770809653.0786917,6,-1.4111154079437256,4.8147735595703125,0.0,0.0,5.017299186262821
15,1770809653.0786917,7,3.471207618713379,4.7041778564453125,0.0,0.0,5.846244233461704
15,1770809653.0786917,8,3.3607723712921143,5.359618186950684,0.0,0.0,6.326159817893708
15,1770809653.0786917,9,3.762974262237549,7.0910964012146,0.0,0.0,8.027678585343391
15,1770809653.0786917,10,-0.2781328856945038,4.441425800323486,0.0,-0.7303954362869263,4.450125957979602
15,1770809653.0786917,11,0.13497625291347504,4.3171305656433105,0.0,-0.6086628437042236,4.31924008474434
15,1770809653.0786917,12,-0.13497625291347504,4.3171305656433105,0.0,-0.6086628437042236,4.31924008474434
16,1770809653.1758523,0,0.2863132655620575,0.10627498477697372,0.0,0.0,0.305400816020775
16,1770809653.1758523,1,-0.3953849971294403,0.1844368875026703,0.0,0.0,0.436286902653197
16,1770809653.1758523,2,-1.1288923025131226,1.0920116901397705,0.0,0.0,1.570632790334933
16,1770809653.1758523,3,-1.1561602354049683,2.002528190612793,0.0,0.0,2.31232040256765
16,1770809653.1758523,4,-1.259778380393982,3.441480875015259,0.0,0.0,3.664809978812527
16,1770809653.1758523,5,-1.589720368385315,4.34282112121582,0.0,0.0,4.624641190464118
16,1770809653.1758523,6,-1.4111154079437256,4.8147735595703125,0.0,0.0,5.017299186262821
16,1770809653.1758523,7,3.2885124683380127,4.8336591720581055,0.0,0.0,5.84624454210017
16,1770809653.1758523,8,3.3607723712921143,5.359618186950684,0.0,0.0,6.326159817893708
16,1770809653.1758523,9,3.762974262237549,7.0910964012146,0.0,0.0,8.027678585343391
17,1770809653.277727,0,0.2863132655620575,0.10627498477697372,0.0,0.0,0.305400816020775
17,1770809653.277727,1,-0.3953849971294403,0.1844368875026703,0.0,0.0,0.436286902653197
17,1770809653.277727,2,-1.1288923025131226,1.0920116901397705,0.0,0.0,1.570632790334933
17,1770809653.277727,3,-1.1561602354049683,2.002528190612793,0.0,0.0,2.31232040256765
17,1770809653.277727,4,-1.259778380393982,3.441480875015259,0.0,0.0,3.664809978812527
17,1770809653.277727,5,-1.7342402935028076,4.28715705871582,0.0,0.0,4.624641071662274
17,1770809653.277727,6,-1.4111154079437256,4.8147735595703125,0.0,0.0,5.017299186262821
17,1770809653.277727,7,3.471207618713379,4.7041778564453125,0.0,0.0,5.846244233461704
17,1770809653.277727,8,3.3607723712921143,5.359618186950684,0.0,0.0,6.326159817893708
17,1770809653.277727,9,3.762974262237549,7.0910964012146,0.0,0.0,8.027678585343391
17,1770809653.277727,10,-0.13088606297969818,4.18630838394165,0.0,-0.6086628437042236,4.188353978228497
17,1770809653.277727,11,0.13361285626888275,4.273523330688477,0.0,-0.4869302809238434,4.275611541440482
17,1770809653.277727,12,7.396426200866699,1.8937851190567017,0.0,-0.36519771814346313,7.635020800366427
17,1770809653.277727,13,-4.77188777923584,5.960086345672607,0.0,-0.36519771814346313,7.635020774398287
18,1770809653.3776593,0,0.2863132655620575,0.10627498477697372,0.0,0.0,0.305400816020775
18,1770809653.3776593,1,-0.3953849971294403,0.1844368875026703,0.0,0.0,0.436286902653197
18,1770809653.3776593,2,-1.1288923025131226,1.0920116901397705,0.0,0.0,1.570632790334933
18,1770809653.3776593,3,-1.1561602354049683,2.002528190612793,0.0,0.0,2.31232040256765
18,1770809653.3776593,4,-1.259778380393982,3.441480875015259,0.0,0.0,3.664809978812527
18,1770809653.3776593,5,-1.589720368385315,4.34282112121582,0.0,0.0,4.624641190464118
18,1770809653.3776593,6,-1.4111154079437256,4.8147735595703125,0.0,0.0,5.017299186262821
18,1770809653.3776593,7,3.471207618713379,4.7041778564453125,0.0,0.0,5.846244233461704
18,1770809653.3776593,8,3.3607723712921143,5.359618186950684,0.0,0.0,6.326159817893708
18,1770809653.3776593,9,3.762974262237549,7.0910964012146,0.0,0.0,8.027678585343391
18,1770809653.3776593,10,-0.34630271792411804,5.53001070022583,0.0,-0.9738605618476868,5.540843249637532
18,1770809653.3776593,11,-0.5276344418525696,5.603313446044922,0.0,-0.8521279692649841,5.628100894516452
18,1770809653.3776593,12,-0.27267929911613464,4.354339122772217,0.0,-0.7303954362869263,4.3628686888641495
18,1770809653.3776593,13,-0.1295226663351059,4.142700672149658,0.0,-0.6086628437042236,4.144724958320369
18,1770809653.3776593,14,-0.5562657713890076,4.415222644805908,0.0,-0.6086628437042236,4.450126134350114
19,1770809653.475552,0,0.2863132655620575,0.10627498477697372,0.0,0.0,0.305400816020775
19,1770809653.475552,1,-0.3953849971294403,0.1844368875026703,0.0,0.0,0.436286902653197
19,1770809653.475552,2,-1.1288923025131226,1.0920116901397705,0.0,0.0,1.570632790334933
19,1770809653.475552,3,-1.1561602354049683,2.002528190612793,0.0,0.0,2.31232040256765
19,1770809653.475552,4,-1.259778380393982,3.441480875015259,0.0,0.0,3.664809978812527
19,1770809653.475552,5,-1.589720368385315,4.34282112121582,0.0,0.0,4.624641190464118
19,1770809653.475552,6,-1.4111154079437256,4.8147735595703125,0.0,0.0,5.017299186262821
19,1770809653.475552,7,3.471207618713379,4.7041778564453125,0.0,0.0,5.846244233461704
19,1770809653.475552,8,3.3607723712921143,5.359618186950684,0.0,0.0,6.326159817893708
19,1770809653.475552,9,3.762974262237549,7.0910964012146,0.0,0.0,8.027678585343391
19,1770809653.475552,10,-0.1281592696905136,4.099093914031982,0.0,-0.6086628437042236,4.101096891620783
19,1770809653.475552,11,-5.832610607147217,1.493382215499878,0.0,-0.2434651404619217,6.020758833916
20,1770809653.5775163,0,0.2863132655620575,0.10627498477697372,0.0,0.0,0.305400816020775
20,1770809653.5775163,1,-0.3953849971294403,0.1844368875026703,0.0,0.0,0.436286902653197
20,1770809653.5775163,2,-1.1288923025131226,1.0920116901397705,0.0,0.0,1.570632790334933
20,1770809653.5775163,3,-1.1561602354049683,2.002528190612793,0.0,0.0,2.31232040256765
20,1770809653.5775163,4,-1.259778380393982,3.441480875015259,0.0,0.0,3.664809978812527
20,1770809653.5775163,5,-1.589720368385315,4.34282112121582,0.0,0.0,4.624641190464118
20,1770809653.5775163,6,-1.4111154079437256,4.8147735595703125,0.0,0.0,5.017299186262821
20,1770809653.5775163,7,3.471207618713379,4.7041778564453125,0.0,0.0,5.846244233461704
20,1770809653.5775163,8,3.3607723712921143,5.359618186950684,0.0,0.0,6.326159817893708
20,1770809653.5775163,9,3.762974262237549,7.0910964012146,0.0,0.0,8.027678585343391
20,1770809653.5775163,10,-0.39265817403793335,4.169907569885254,0.0,-0.9738605618476868,4.188354042225316
20,1770809653.5775163,11,-0.12543247640132904,4.011878967285156,0.0,-0.8521279692649841,4.013839328408797
20,1770809653.5775163,12,-2.5645487308502197,3.4754745960235596,0.0,-0.6086628437042236,4.31923996329338
20,1770809653.5775163,13,-0.4049287438392639,4.300217151641846,0.0,-0.6086628437042236,4.3192400765484145
21,1770809653.6753514,0,0.2863132655620575,0.10627498477697372,0.0,0.0,0.305400816020775
21,1770809653.6753514,1,-0.3953849971294403,0.1844368875026703,0.0,0.0,0.436286902653197
21,1770809653.6753514,2,-1.1288923025131226,1.0920116901397705,0.0,0.0,1.570632790334933
21,1770809653.6753514,3,-1.1561602354049683,2.002528190612793,0.0,0.0,2.31232040256765
21,1770809653.6753514,4,-1.259778380393982,3.441480875015259,0.0,0.0,3.664809978812527
21,1770809653.6753514,5,-1.589720368385315,4.34282112121582,0.0,0.0,4.624641190464118
21,1770809653.6753514,6,-1.4111154079437256,4.8147735595703125,0.0,0.0,5.017299186262821
21,1770809653.6753514,7,3.471207618713379,4.7041778564453125,0.0,0.0,5.846244233461704
21,1770809653.6753514,8,3.3607723712921143,5.359618186950684,0.0,0.0,6.326159817893708
21,1770809653.6753514,9,3.762974262237549,7.0910964012146,0.0,0.0,8.027678585343391
21,1770809653.6753514,10,-0.2481381744146347,3.962448835372925,0.0,-0.8521279692649841,3.9702107408234735
22,1770809653.7753572,0,0.2863132655620575,0.10627498477697372,0.0,0.0,0.305400816020775
22,1770809653.7753572,1,-0.3953849971294403,0.1844368875026703,0.0,0.0,0.436286902653197
22,1770809653.7753572,2,-1.1288923025131226,1.0920116901397705,0.0,0.0,1.570632790334933
22,1770809653.7753572,3,-1.1561602354049683,2.002528190612793,0.0,0.0,2.31232040256765
22,1770809653.7753572,4,-1.259778380393982,3.441480875015259,0.0,0.0,3.664809978812527
22,1770809653.7753572,5,-1.589720368385315,4.34282112121582,0.0,0.0,4.624641190464118
22,1770809653.7753572,6,-1.4111154079437256,4.8147735595703125,0.0,0.0,5.017299186262821
22,1770809653.7753572,7,3.471207618713379,4.7041778564453125,0.0,0.0,5.846244233461704
22,1770809653.7753572,8,3.3607723712921143,5.359618186950684,0.0,0.0,6.326159817893708
22,1770809653.7753572,9,3.762974262237549,7.0910964012146,0.0,0.0,8.027678585343391
23,1770809653.8785381,0,0.2863132655620575,0.10627498477697372,0.0,0.0,0.305400816020775
23,1770809653.8785381,1,-0.3953849971294403,0.1844368875026703,0.0,0.0,0.436286902653197
23,1770809653.8785381,2,-1.1288923025131226,1.0920116901397705,0.0,0.0,1.570632790334933
23,1770809653.8785381,3,-1.1561602354049683,2.002528190612793,0.0,0.0,2.31232040256765
23,1770809653.8785381,4,-1.259778380393982,3.441480875015259,0.0,0.0,3.664809978812527
23,1770809653.8785381,5,-1.589720368385315,4.34282112121582,0.0,0.0,4.624641190464118
23,1770809653.8785381,6,-1.4111154079437256,4.8147735595703125,0.0,0.0,5.017299186262821
23,1770809653.8785381,7,3.471207618713379,4.7041778564453125,0.0,0.0,5.846244233461704
23,1770809653.8785381,8,3.3607723712921143,5.359618186950684,0.0,0.0,6.326159817893708
23,1770809653.8785381,9,3.762974262237549,7.0910964012146,0.0,0.0,8.027678585343391
24,1770809653.9761128,0,0.2863132655620575,0.10627498477697372,0.0,0.0,0.305400816020775
24,1770809653.9761128,1,-0.3953849971294403,0.1844368875026703,0.0,0.0,0.436286902653197
24,1770809653.9761128,2,-1.1288923025131226,1.0920116901397705,0.0,0.0,1.570632790334933
24,1770809653.9761128,3,-1.1561602354049683,2.002528190612793,0.0,0.0,2.31232040256765
24,1770809653.9761128,4,-1.259778380393982,3.441480875015259,0.0,0.0,3.664809978812527
24,1770809653.9761128,5,-1.589720368385315,4.34282112121582,0.0,0.0,4.624641190464118
24,1770809653.9761128,6,-1.4111154079437256,4.8147735595703125,0.0,0.0,5.017299186262821
24,1770809653.9761128,7,3.471207618713379,4.7041778564453125,0.0,0.0,5.846244233461704
24,1770809653.9761128,8,3.3607723712921143,5.359618186950684,0.0,0.0,6.326159817893708
24,1770809653.9761128,9,3.762974262237549,7.0910964012146,0.0,0.0,8.027678585343391
25,1770809654.074976,0,0.2863132655620575,0.10627498477697372,0.0,0.0,0.305400816020775
25,1770809654.074976,1,-0.3953849971294403,0.1844368875026703,0.0,0.0,0.436286902653197
25,1770809654.074976,2,-1.1288923025131226,1.0920116901397705,0.0,0.0,1.570632790334933
25,1770809654.074976,3,-1.1561602354049683,2.002528190612793,0.0,0.0,2.31232040256765
25,1770809654.074976,4,-1.259778380393982,3.441480875015259,0.0,0.0,3.664809978812527
25,1770809654.074976,5,-1.589720368385315,4.34282112121582,0.0,0.0,4.624641190464118
25,1770809654.074976,6,-1.4111154079437256,4.8147735595703125,0.0,0.0,5.017299186262821
25,1770809654.074976,7,3.471207618713379,4.7041778564453125,0.0,0.0,5.846244233461704
25,1770809654.074976,8,3.3607723712921143,5.359618186950684,0.0,0.0,6.326159817893708
25,1770809654.074976,9,3.762974262237549,7.0910964012146,0.0,0.0,8.027678585343391
25,1770809654.074976,10,-0.23450420796871185,3.744731903076172,0.0,-0.7303954362869263,3.7520673300823804
26,1770809654.17717,0,0.2863132655620575,0.10627498477697372,0.0,0.0,0.305400816020775
26,1770809654.17717,1,-0.3953849971294403,0.1844368875026703,0.0,0.0,0.436286902653197
26,1770809654.17717,2,-1.1288923025131226,1.0920116901397705,0.0,0.0,1.570632790334933
26,1770809654.17717,3,-1.1561602354049683,2.002528190612793,0.0,0.0,2.31232040256765
26,1770809654.17717,4,-1.259778380393982,3.441480875015259,0.0,0.0,3.664809978812527
26,1770809654.17717,5,-1.589720368385315,4.34282112121582,0.0,0.0,4.624641190464118
26,1770809654.17717,6,-1.4111154079437256,4.8147735595703125,0.0,0.0,5.017299186262821
26,1770809654.17717,7,3.471207618713379,4.7041778564453125,0.0,0.0,5.846244233461704
26,1770809654.17717,8,3.3607723712921143,5.359618186950684,0.0,0.0,6.326159817893708
26,1770809654.17717,9,3.762974262237549,7.0910964012146,0.0,0.0,8.027678585343391
26,1770809654.17717,10,-0.5453585982322693,3.4474258422851562,0.0,-0.6086628437042236,3.4902952509381473
27,1770809654.2785943,0,0.2863132655620575,0.10627498477697372,0.0,0.0,0.305400816020775
27,1770809654.2785943,1,-0.3953849971294403,0.1844368875026703,0.0,0.0,0.436286902653197
27,1770809654.2785943,2,-1.1288923025131226,1.0920116901397705,0.0,0.0,1.570632790334933
27,1770809654.2785943,3,-1.1561602354049683,2.002528190612793,0.0,0.0,2.31232040256765
27,1770809654.2785943,4,-1.259778380393982,3.441480875015259,0.0,0.0,3.664809978812527
27,1770809654.2785943,5,-1.589720368385315,4.34282112121582,0.0,0.0,4.624641190464118
27,1770809654.2785943,6,-1.4111154079437256,4.8147735595703125,0.0,0.0,5.017299186262821
27,1770809654.2785943,7,3.471207618713379,4.7041778564453125,0.0,0.0,5.846244233461704
27,1770809654.2785943,8,3.3607723712921143,5.359618186950684,0.0,0.0,6.326159817893708
27,1770809654.2785943,9,3.762974262237549,7.0910964012146,0.0,0.0,8.027678585343391
27,1770809654.2785943,10,-0.5317246317863464,3.3612401485443115,0.0,-0.7303954362869263,3.4030378223338205
27,1770809654.2785943,11,0.0,3.6211812496185303,0.0,-0.4869302809238434,3.6211812496185303
27,1770809654.2785943,12,0.0,3.7520673274993896,0.0,-0.36519771814346313,3.7520673274993896
27,1770809654.2785943,13,-1.4070252180099487,3.478259563446045,0.0,-0.36519771814346313,3.7520673707730534
27,1770809654.2785943,14,5.621284008026123,1.4392762184143066,0.0,-0.36519771814346313,5.802615783574096
28,1770809654.378217,0,0.2863132655620575,0.10627498477697372,0.0,0.0,0.305400816020775
28,1770809654.378217,1,-0.3953849971294403,0.1844368875026703,0.0,0.0,0.436286902653197
28,1770809654.378217,2,-1.1288923025131226,1.0920116901397705,0.0,0.0,1.570632790334933
28,1770809654.378217,3,-1.1561602354049683,2.002528190612793,0.0,0.0,2.31232040256765
28,1770809654.378217,4,-1.259778380393982,3.441480875015259,0.0,0.0,3.664809978812527
28,1770809654.378217,5,-1.589720368385315,4.34282112121582,0.0,0.0,4.624641190464118
28,1770809654.378217,6,-1.4111154079437256,4.8147735595703125,0.0,0.0,5.017299186262821
28,1770809654.378217,7,3.471207618713379,4.7041778564453125,0.0,0.0,5.846244233461704
28,1770809654.378217,8,3.3607723712921143,5.359618186950684,0.0,0.0,6.326159817893708
28,1770809654.378217,9,3.762974262237549,7.0910964012146,0.0,0.0,8.027678585343391
28,1770809654.378217,10,-0.44719406962394714,3.549492835998535,0.0,-0.8521279692649841,3.5775525053745545
28,1770809654.378217,11,-0.1104351207613945,3.532197952270508,0.0,-0.36519771814346313,3.5339239224863843
28,1770809654.378217,12,-0.3476661145687103,3.692105770111084,0.0,-0.36519771814346313,3.708438585834591
28,1770809654.378217,13,5.579018592834473,1.428454875946045,0.0,-0.36519771814346313,5.758987045636305
28,1770809654.378217,14,-3.7793352603912354,4.345406532287598,0.0,-0.36519771814346313,5.758987145434882
29,1770809654.4757414,0,0.2863132655620575,0.10627498477697372,0.0,0.0,0.305400816020775
29,1770809654.4757414,1,-0.3953849971294403,0.1844368875026703,0.0,0.0,0.436286902653197
29,1770809654.4757414,2,-1.1288923025131226,1.0920116901397705,0.0,0.0,1.570632790334933
29,1770809654.4757414,3,-1.1561602354049683,2.002528190612793,0.0,0.0,2.31232040256765
29,1770809654.4757414,4,-1.259778380393982,3.441480875015259,0.0,0.0,3.664809978812527
29,1770809654.4757414,5,-1.589720368385315,4.34282112121582,0.0,0.0,4.624641190464118
29,1770809654.4757414,6,-1.4111154079437256,4.8147735595703125,0.0,0.0,5.017299186262821
29,1770809654.4757414,7,3.471207618713379,4.7041778564453125,0.0,0.0,5.846244233461704
29,1770809654.4757414,8,3.3607723712921143,5.359618186950684,0.0,0.0,6.326159817893708
29,1770809654.4757414,9,3.762974262237549,7.0910964012146,0.0,0.0,8.027678585343391
29,1770809654.4757414,10,-0.44719406962394714,3.549492835998535,0.0,-0.4869302809238434,3.5775525053745545
29,1770809654.4757414,11,5.579018592834473,1.428454875946045,0.0,-0.2434651404619217,5.758987045636305
29,1770809654.4757414,12,-3.5993669033050537,4.495607852935791,0.0,-0.2434651404619217,5.758987069961676
30,1770809654.5754893,0,0.2863132655620575,0.10627498477697372,0.0,0.0,0.305400816020775
30,1770809654.5754893,1,-0.3953849971294403,0.1844368875026703,0.0,0.0,0.436286902653197
30,1770809654.5754893,2,-1.1288923025131226,1.0920116901397705,0.0,0.0,1.570632790334933
30,1770809654.5754893,3,-1.1561602354049683,2.002528190612793,0.0,0.0,2.31232040256765
30,1770809654.5754893,4,-1.7342402935028076,4.28715705871582,0.0,0.0,4.624641071662274
30,1770809654.5754893,5,-1.4111154079437256,4.8147735595703125,0.0,0.0,5.017299186262821
30,1770809654.5754893,6,3.471207618713379,4.7041778564453125,0.0,0.0,5.846244233461704
30,1770809654.5754893,7,3.3607723712921143,5.359618186950684,0.0,0.0,6.326159817893708
30,1770809654.5754893,8,3.762974262237549,7.0910964012146,0.0,0.0,8.027678585343391
30,1770809654.5754893,9,0.0,3.577552556991577,0.0,0.12173257023096085,3.577552556991577
30,1770809654.5754893,10,-0.441740483045578,3.5062062740325928,0.0,-0.4869302809238434,3.533923752774932
30,1770809654.5754893,11,-0.43628689646720886,3.4629197120666504,0.0,-0.36519771814346313,3.4902950001753092
30,1770809654.5754893,12,5.536753177642822,1.4176337718963623,0.0,-0.2434651404619217,5.715358366835714
30,1770809654.5754893,13,-3.750703811645508,4.31248664855957,0.0,-0.2434651404619217,5.715358271945574
30,1770809654.5754893,14,-0.11452531069517136,3.663020133972168,0.0,-0.12173257023096085,3.664810029002227
31,1770809654.6770413,0,0.2863132655620575,0.10627498477697372,0.0,0.0,0.305400816020775
31,1770809654.6770413,1,-0.3953849971294403,0.1844368875026703,0.0,0.0,0.436286902653197
