frame_num,timestamp,point_index,x_m,y_m,z_m,velocity_mps,range_m
5,1770809623.031,7,3.471207618713379,4.7041778564453125,0.0,0.0,5.846244233461704
5,1770809623.031,8,3.3607723712921143,5.359618186950684,0.0,0.0,6.326159817893708
5,1770809623.031,9,3.762974262237549,7.0910964012146,0.0,0.0,8.027678585343391
6,1770809623.1323922,0,0.2863132655620575,0.10627498477697372,0.0,0.0,0.305400816020775
6,1770809623.1323922,1,-0.3953849971294403,0.1844368875026703,0.0,0.0,0.436286902653197
6,1770809623.1323922,2,-1.1288923025131226,1.0920116901397705,0.0,0.0,1.570632790334933
6,1770809623.1323922,3,-1.1561602354049683,2.002528190612793,0.0,0.0,2.31232040256765
6,1770809623.1323922,4,-1.259778380393982,3.441480875015259,0.0,0.0,3.664809978812527
6,1770809623.1323922,5,-1.7342402935028076,4.28715705871582,0.0,0.0,4.624641071662274
6,1770809623.1323922,6,-1.4111154079437256,4.8147735595703125,0.0,0.0,5.017299186262821
6,1770809623.1323922,7,3.471207618713379,4.7041778564453125,0.0,0.0,5.846244233461704
6,1770809623.1323922,8,3.3607723712921143,5.359618186950684,0.0,0.0,6.326159817893708
6,1770809623.1323922,9,3.762974262237549,7.0910964012146,0.0,0.0,8.027678585343391
7,1770809623.233717,0,0.2863132655620575,0.10627498477697372,0.0,0.0,0.305400816020775
7,1770809623.233717,1,-0.3953849971294403,0.1844368875026703,0.0,0.0,0.436286902653197
7,1770809623.233717,2,-1.1561602354049683,2.002528190612793,0.0,0.0,2.31232040256765
7,1770809623.233717,3,-1.259778380393982,3.441480875015259,0.0,0.0,3.664809978812527
7,1770809623.233717,4,-1.589720368385315,4.34282112121582,0.0,0.0,4.624641190464118
7,1770809623.233717,5,-1.4111154079437256,4.8147735595703125,0.0,0.0,5.017299186262821
7,1770809623.233717,6,3.2885124683380127,4.8336591720581055,0.0,0.0,5.84624454210017
7,1770809623.233717,7,3.3607723712921143,5.359618186950684,0.0,0.0,6.326159817893708
7,1770809623.233717,8,3.762974262237549,7.0910964012146,0.0,0.0,8.027678585343391
7,1770809623.233717,9,-1.636075735092163,1.4428833723068237,0.0,-0.2434651404619217,2.1814344448176466
8,1770809623.3330479,0,0.2863132655620575,0.10627498477697372,0.0,0.0,0.305400816020775
8,1770809623.3330479,1,-0.3953849971294403,0.1844368875026703,0.0,0.0,0.436286902653197
8,1770809623.3330479,2,-1.1602504253387451,1.1223454475402832,0.0,0.0,1.6142615504041276
8,1770809623.3330479,3,-1.1561602354049683,2.002528190612793,0.0,0.0,2.31232040256765
8,1770809623.3330479,4,-1.259778380393982,3.441480875015259,0.0,0.0,3.664809978812527
8,1770809623.3330479,5,-1.589720368385315,4.34282112121582,0.0,0.0,4.624641190464118
8,1770809623.3330479,6,-1.4111154079437256,4.8147735595703125,0.0,0.0,5.017299186262821
8,1770809623.3330479,7,3.2885124683380127,4.8336591720581055,0.0,0.0,5.84624454210017
8,1770809623.3330479,8,3.3607723712921143,5.359618186950684,0.0,0.0,6.326159817893708
8,1770809623.3330479,9,3.762974262237549,7.0910964012146,0.0,0.0,8.027678585343391
9,1770809623.4339569,0,0.2863132655620575,0.10627498477697372,0.0,0.0,0.305400816020775
9,1770809623.4339569,1,-0.3953849971294403,0.1844368875026703,0.0,0.0,0.436286902653197
9,1770809623.4339569,2,-1.1602504253387451,1.1223454475402832,0.0,0.0,1.6142615504041276
9,1770809623.4339569,3,-1.1561602354049683,2.002528190612793,0.0,0.0,2.31232040256765
9,1770809623.4339569,4,2.366856336593628,0.606011152267456,0.0,0.0,2.4432065886342764
9,1770809623.4339569,5,1.3743036985397339,2.0200366973876953,0.0,0.0,2.443206686838627
9,1770809623.4339569,6,-1.259778380393982,3.441480875015259,0.0,0.0,3.664809978812527
9,1770809623.4339569,7,-1.589720368385315,4.34282112121582,0.0,0.0,4.624641190464118
9,1770809623.4339569,8,-1.4111154079437256,4.8147735595703125,0.0,0.0,5.017299186262821
9,1770809623.4339569,9,3.471207618713379,4.7041778564453125,0.0,0.0,5.846244233461704
9,1770809623.4339569,10,3.3607723712921143,5.359618186950684,0.0,0.0,6.326159817893708
9,1770809623.4339569,11,3.762974262237549,7.0910964012146,0.0,0.0,8.027678585343391
10,1770809623.5330088,0,0.2863132655620575,0.10627498477697372,0.0,0.0,0.305400816020775
10,1770809623.5330088,1,-0.3953849971294403,0.1844368875026703,0.0,0.0,0.436286902653197
10,1770809623.5330088,2,-1.1288923025131226,1.0920116901397705,0.0,0.0,1.570632790334933
10,1770809623.5330088,3,-1.0839002132415771,2.04254412651062,0.0,0.0,2.3123205186582956
10,1770809623.5330088,4,-1.259778380393982,3.441480875015259,0.0,0.0,3.664809978812527
10,1770809623.5330088,5,-1.589720368385315,4.34282112121582,0.0,0.0,4.624641190464118
10,1770809623.5330088,6,-1.4111154079437256,4.8147735595703125,0.0,0.0,5.017299186262821
10,1770809623.5330088,7,3.2885124683380127,4.8336591720581055,0.0,0.0,5.84624454210017
10,1770809623.5330088,8,3.3607723712921143,5.359618186950684,0.0,0.0,6.326159817893708
10,1770809623.5330088,9,3.762974262237549,7.0910964012146,0.0,0.0,8.027678585343391
10,1770809623.5330088,10,3.2557907104492188,8.048530578613281,0.0,-0.12173257023096085,8.682109053975333
10,1770809623.5330088,11,-4.612370491027832,7.3556132316589355,0.0,-0.12173257023096085,8.682108474343103
11,1770809623.6327553,0,0.2863132655620575,0.10627498477697372,0.0,0.0,0.305400816020775
11,1770809623.6327553,1,-0.3953849971294403,0.1844368875026703,0.0,0.0,0.436286902653197
11,1770809623.6327553,2,-1.1098047494888306,1.172251582145691,0.0,0.0,1.6142615506264906
11,1770809623.6327553,3,-1.0634492635726929,2.0040054321289062,0.0,0.0,2.2686917173109853
11,1770809623.6327553,4,-1.1043511629104614,2.081082582473755,0.0,0.0,2.355949109403113
11,1770809623.6327553,5,-1.259778380393982,3.441480875015259,0.0,0.0,3.664809978812527
11,1770809623.6327553,6,-1.589720368385315,4.34282112121582,0.0,0.0,4.624641190464118
11,1770809623.6327553,7,-1.4111154079437256,4.8147735595703125,0.0,0.0,5.017299186262821
11,1770809623.6327553,8,3.2885124683380127,4.8336591720581055,0.0,0.0,5.84624454210017
11,1770809623.6327553,9,-0.8562130331993103,6.795980453491211,0.0,0.0,6.849704452197552
11,1770809623.6327553,10,-3.210798978805542,6.050555229187012,0.0,0.0,6.849704275641468
11,1770809623.6327553,11,3.762974262237549,7.0910964012146,0.0,0.0,8.027678585343391
11,1770809623.6327553,12,1.5651792287826538,0.8659876585006714,0.0,-0.36519771814346313,1.7887762976091053
11,1770809623.6327553,13,-1.2856829166412354,1.2436800003051758,0.0,-0.36519771814346313,1.7887762591509861
11,1770809623.6327553,14,-4.5891923904418945,7.31865119934082,0.0,-0.2434651404619217,8.638480316242124
11,1770809623.6327553,15,2.969477653503418,8.112061500549316,0.0,-0.2434651404619217,8.638480151239024
12,1770809623.732595,0,0.2863132655620575,0.10627498477697372,0.0,0.0,0.305400816020775
12,1770809623.732595,1,-0.3953849971294403,0.1844368875026703,0.0,0.0,0.436286902653197
12,1770809623.732595,2,-1.1602504253387451,1.1223454475402832,0.0,0.0,1.6142615504041276
12,1770809623.732595,3,-1.1561602354049683,2.002528190612793,0.0,0.0,2.31232040256765
12,1770809623.732595,4,2.366856336593628,0.606011152267456,0.0,0.0,2.4432065886342764
12,1770809623.732595,5,1.4506539106369019,1.9659250974655151,0.0,0.0,2.4432065523182707
12,1770809623.732595,6,-1.259778380393982,3.441480875015259,0.0,0.0,3.664809978812527
12,1770809623.732595,7,-1.589720368385315,4.34282112121582,0.0,0.0,4.624641190464118
12,1770809623.732595,8,-1.4111154079437256,4.8147735595703125,0.0,0.0,5.017299186262821
12,1770809623.732595,9,3.471207618713379,4.7041778564453125,0.0,0.0,5.846244233461704
12,1770809623.732595,10,4.013839244842529,6.952173233032227,0.0,0.0,8.027678253737365
12,1770809623.732595,11,-1.030727744102478,1.1851109266281128,0.0,-0.36519771814346313,1.570632863172017
12,1770809623.732595,12,1.4724682569503784,0.9366841912269592,0.0,-0.36519771814346313,1.7451475702131864
12,1770809623.732595,13,-1.0361813306808472,1.4042322635650635,0.0,-0.36519771814346313,1.745147558256491
13,1770809623.8342338,0,0.2863132655620575,0.10627498477697372,0.0,0.0,0.305400816020775
13,1770809623.8342338,1,-0.3953849971294403,0.1844368875026703,0.0,0.0,0.436286902653197
13,1770809623.8342338,2,-1.1098047494888306,1.172251582145691,0.0,0.0,1.6142615506264906
13,1770809623.8342338,3,-1.1561602354049683,2.002528190612793,0.0,0.0,2.31232040256765
13,1770809623.8342338,4,2.366856336593628,0.606011152267456,0.0,0.0,2.4432065886342764
13,1770809623.8342338,5,1.5270041227340698,1.9072275161743164,0.0,0.0,2.443206579333663
13,1770809623.8342338,6,-1.259778380393982,3.441480875015259,0.0,0.0,3.664809978812527
13,1770809623.8342338,7,-1.589720368385315,4.34282112121582,0.0,0.0,4.624641190464118
13,1770809623.8342338,8,-1.4111154079437256,4.8147735595703125,0.0,0.0,5.017299186262821
13,1770809623.8342338,9,3.2885124683380127,4.8336591720581055,0.0,0.0,5.84624454210017
13,1770809623.8342338,10,3.3607723712921143,5.359618186950684,0.0,0.0,6.326159817893708
13,1770809623.8342338,11,3.762974262237549,7.0910964012146,0.0,0.0,8.027678585343391
13,1770809623.8342338,12,-1.4997361898422241,1.5841234922409058,0.0,0.2434651404619217,2.1814343624762116
13,1770809623.8342338,13,-1.2543247938156128,1.2133463621139526,0.0,0.4869302809238434,1.7451475819642712
13,1770809623.8342338,14,-1.030727744102478,1.1851109266281128,0.0,-0.36519771814346313,1.570632863172017
13,1770809623.8342338,15,-1.5270041227340698,1.9072275161743164,0.0,-0.2434651404619217,2.443206579333663
14,1770809623.9339428,0,0.2863132655620575,0.10627498477697372,0.0,0.0,0.305400816020775
14,1770809623.9339428,1,-0.3953849971294403,0.1844368875026703,0.0,0.0,0.436286902653197
14,1770809623.9339428,2,-1.1288923025131226,1.0920116901397705,0.0,0.0,1.570632790334933
14,1770809623.9339428,3,-1.1561602354049683,2.002528190612793,0.0,0.0,2.31232040256765
14,1770809623.9339428,4,-1.068902850151062,2.19697642326355,0.0,0.0,2.4432066444402456
14,1770809623.9339428,5,2.366856336593628,0.606011152267456,0.0,0.0,2.4432065886342764
14,1770809623.9339428,6,-1.259778380393982,3.441480875015259,0.0,0.0,3.664809978812527
14,1770809623.9339428,7,-1.589720368385315,4.34282112121582,0.0,0.0,4.624641190464118
14,1770809623.9339428,8,-1.4111154079437256,4.8147735595703125,0.0,0.0,5.017299186262821
14,1770809623.9339428,9,3.471207618713379,4.7041778564453125,0.0,0.0,5.846244233461704
14,1770809623.9339428,10,3.3607723712921143,5.359618186950684,0.0,0.0,6.326159817893708
14,1770809623.9339428,11,-0.8562130331993103,6.795980453491211,0.0,0.0,6.849704452197552
14,1770809623.9339428,12,3.762974262237549,7.0910964012146,0.0,0.0,8.027678585343391
14,1770809623.9339428,13,-1.4997361898422241,1.5841234922409058,0.0,0.2434651404619217,2.1814343624762116
14,1770809623.9339428,14,-1.2856829166412354,1.2436800003051758,0.0,0.6086628437042236,1.7887762591509861
14,1770809623.9339428,15,-0.9543775916099548,1.1920171976089478,0.0,-0.2434651404619217,1.5270041213967653
15,1770809624.0341184,0,0.2863132655620575,0.10627498477697372,0.0,0.0,0.305400816020775
15,1770809624.0341184,1,-0.3953849971294403,0.1844368875026703,0.0,0.0,0.436286902653197
15,1770809624.0341184,2,-1.1288923025131226,1.0920116901397705,0.0,0.0,1.570632790334933
15,1770809624.0341184,3,-1.1561602354049683,2.002528190612793,0.0,0.0,2.31232040256765
15,1770809624.0341184,4,-1.1657040119171143,2.1966984272003174,0.0,0.0,2.486835302842551
15,1770809624.0341184,5,2.4091217517852783,0.6168320178985596,0.0,0.0,2.486835208297843
15,1770809624.0341184,6,-1.259778380393982,3.441480875015259,0.0,0.0,3.664809978812527
15,1770809624.0341184,7,-1.589720368385315,4.34282112121582,0.0,0.0,4.624641190464118
15,1770809624.0341184,8,-1.4111154079437256,4.8147735595703125,0.0,0.0,5.017299186262821
15,1770809624.0341184,9,3.471207618713379,4.7041778564453125,0.0,0.0,5.846244233461704
15,1770809624.0341184,10,3.3607723712921143,5.359618186950684,0.0,0.0,6.326159817893708
15,1770809624.0341184,11,3.762974262237549,7.0910964012146,0.0,0.0,8.027678585343391
15,1770809624.0341184,12,-1.3743036985397339,1.212022066116333,0.0,0.4869302809238434,1.8324050165214285
15,1770809624.0341184,13,-2.085996627807617,3.066127061843872,0.0,-0.36519771814346313,3.708438632443051
15,1770809624.0341184,14,-0.8343986868858337,1.226450800895691,0.0,-0.2434651404619217,1.4833754533814039
16,1770809624.1321833,0,0.2863132655620575,0.10627498477697372,0.0,0.0,0.305400816020775
16,1770809624.1321833,1,-0.3953849971294403,0.1844368875026703,0.0,0.0,0.436286902653197
16,1770809624.1321833,2,-1.1288923025131226,1.0920116901397705,0.0,0.0,1.570632790334933
16,1770809624.1321833,3,-1.1561602354049683,2.002528190612793,0.0,0.0,2.31232040256765
16,1770809624.1321833,4,-1.259778380393982,3.441480875015259,0.0,0.0,3.664809978812527
16,1770809624.1321833,5,-1.589720368385315,4.34282112121582,0.0,0.0,4.624641190464118
16,1770809624.1321833,6,-1.4111154079437256,4.8147735595703125,0.0,0.0,5.017299186262821
16,1770809624.1321833,7,3.2885124683380127,4.8336591720581055,0.0,0.0,5.84624454210017
16,1770809624.1321833,8,3.3607723712921143,5.359618186950684,0.0,0.0,6.326159817893708
16,1770809624.1321833,9,3.762974262237549,7.0910964012146,0.0,0.0,8.027678585343391
16,1770809624.1321833,10,-1.6483464241027832,0.4220433831214905,0.0,0.2434651404619217,1.7015188953076794
16,1770809624.1321833,11,-0.8507594466209412,1.4735586643218994,0.0,0.2434651404619217,1.7015189605799022
16,1770809624.1321833,12,-1.4397467374801636,1.2697373628616333,0.0,0.4869302809238434,1.9196623762348395
16,1770809624.1321833,13,-1.6687973737716675,2.452901601791382,0.0,-0.36519771814346313,2.9667509067628077
16,1770809624.1321833,14,-0.7648654580116272,1.2197751998901367,0.0,-0.12173257023096085,1.4397467510386537
17,1770809624.236583,0,0.2863132655620575,0.10627498477697372,0.0,0.0,0.305400816020775
17,1770809624.236583,1,-0.3953849971294403,0.1844368875026703,0.0,0.0,0.436286902653197
17,1770809624.236583,2,-1.1288923025131226,1.0920116901397705,0.0,0.0,1.570632790334933
17,1770809624.236583,3,-1.1343458890914917,1.9647446870803833,0.0,0.0,2.268691755507865
17,1770809624.236583,4,-1.14525306224823,2.1581597328186035,0.0,0.0,2.443206501495241
17,1770809624.236583,5,-1.3743036985397339,3.397369623184204,0.0,0.0,3.6648098193978322
17,1770809624.236583,6,-1.589720368385315,4.34282112121582,0.0,0.0,4.624641190464118
17,1770809624.236583,7,-1.4111154079437256,4.8147735595703125,0.0,0.0,5.017299186262821
17,1770809624.236583,8,3.471207618713379,4.7041778564453125,0.0,0.0,5.846244233461704
17,1770809624.236583,9,3.3607723712921143,5.359618186950684,0.0,0.0,6.326159817893708
17,1770809624.236583,10,3.762974262237549,7.0910964012146,0.0,0.0,8.027678585343391
17,1770809624.236583,11,-1.0361813306808472,1.4042322635650635,0.0,0.2434651404619217,1.745147558256491
17,1770809624.236583,12,-1.6360758543014526,0.6072856783866882,0.0,0.2434651404619217,1.7451475857937655
17,1770809624.236583,13,-1.4724682569503784,1.2985949516296387,0.0,0.4869302809238434,1.9632910166667776
17,1770809624.236583,14,-0.7648654580116272,1.2197751998901367,0.0,-0.12173257023096085,1.4397467510386537
17,1770809624.236583,15,-1.345672369003296,1.5472279787063599,0.0,-0.12173257023096085,2.050548351731973
18,1770809624.3370647,0,0.2863132655620575,0.10627498477697372,0.0,0.0,0.305400816020775
18,1770809624.3370647,1,-0.3953849971294403,0.1844368875026703,0.0,0.0,0.436286902653197
18,1770809624.3370647,2,-0.7198733687400818,1.2468572854995728,0.0,0.0,1.4397467685063776
18,1770809624.3370647,3,-1.1288923025131226,1.0920116901397705,0.0,0.0,1.570632790334933
18,1770809624.3370647,4,-0.9571043252944946,2.1527767181396484,0.0,0.0,2.3559491267133814
18,1770809624.3370647,5,-1.221603274345398,2.1158790588378906,0.0,0.0,2.443206653461822
18,1770809624.3370647,6,2.366856336593628,0.606011152267456,0.0,0.0,2.4432065886342764
18,1770809624.3370647,7,-1.259778380393982,3.441480875015259,0.0,0.0,3.664809978812527
18,1770809624.3370647,8,-1.589720368385315,4.34282112121582,0.0,0.0,4.624641190464118
18,1770809624.3370647,9,-1.4111154079437256,4.8147735595703125,0.0,0.0,5.017299186262821
18,1770809624.3370647,10,3.471207618713379,4.7041778564453125,0.0,0.0,5.846244233461704
18,1770809624.3370647,11,3.3607723712921143,5.359618186950684,0.0,0.0,6.326159817893708
18,1770809624.3370647,12,3.762974262237549,7.0910964012146,0.0,0.0,8.027678585343391
18,1770809624.3370647,13,-1.3211312294006348,2.106884479522705,0.0,0.2434651404619217,2.4868353253384696
18,1770809624.3370647,14,-1.5379111766815186,1.3563103675842285,0.0,0.36519771814346313,2.0505483658227615
18,1770809624.3370647,15,-2.3245911598205566,0.5951886177062988,0.0,-0.9738605618476868,2.39957778597882
18,1770809624.3370647,16,-1.4247493743896484,1.9308192729949951,0.0,-0.9738605618476868,2.3995778472040903
19,1770809624.4375234,0,0.2863132655620575,0.10627498477697372,0.0,0.0,0.305400816020775
19,1770809624.4375234,1,-0.3953849971294403,0.1844368875026703,0.0,0.0,0.436286902653197
19,1770809624.4375234,2,-0.7198733687400818,1.2468572854995728,0.0,0.0,1.4397467685063776
19,1770809624.4375234,3,-1.1288923025131226,1.0920116901397705,0.0,0.0,1.570632790334933
19,1770809624.4375234,4,1.4724682569503784,0.5465570688247681,0.0,0.0,1.570632801519441
19,1770809624.4375234,5,-1.011640191078186,2.0792810916900635,0.0,0.0,2.312320422100824
19,1770809624.4375234,6,-1.259778380393982,3.441480875015259,0.0,0.0,3.664809978812527
19,1770809624.4375234,7,-1.589720368385315,4.34282112121582,0.0,0.0,4.624641190464118
19,1770809624.4375234,8,-1.4111154079437256,4.8147735595703125,0.0,0.0,5.017299186262821
19,1770809624.4375234,9,3.471207618713379,4.7041778564453125,0.0,0.0,5.846244233461704
19,1770809624.4375234,10,3.3607723712921143,5.359618186950684,0.0,0.0,6.326159817893708
19,1770809624.4375234,11,3.762974262237549,7.0910964012146,0.0,0.0,8.027678585343391
19,1770809624.4375234,12,-1.0620858669281006,1.439338207244873,0.0,0.2434651404619217,1.7887763592923795
19,1770809624.4375234,13,-1.6210784912109375,0.7561911344528198,0.0,0.2434651404619217,1.7887762594834973
19,1770809624.4375234,14,-1.5379111766815186,1.3563103675842285,0.0,0.36519771814346313,2.0505483658227615
19,1770809624.4375234,15,1.7724153995513916,1.4161587953567505,0.0,0.36519771814346313,2.2686917115891267
19,1770809624.4375234,16,-1.985105276107788,1.0983256101608276,0.0,0.36519771814346313,2.2686917162025635
19,1770809624.4375234,17,-3.272151470184326,2.6144471168518066,0.0,0.8521279692649841,4.188353969120109
19,1770809624.4375234,18,-1.1179851293563843,1.3963630199432373,0.0,-0.36519771814346313,1.7887762389206228
20,1770809624.5342689,0,0.2863132655620575,0.10627498477697372,0.0,0.0,0.305400816020775
20,1770809624.5342689,1,-0.3953849971294403,0.1844368875026703,0.0,0.0,0.436286902653197
20,1770809624.5342689,2,-0.6748812794685364,1.2717727422714233,0.0,0.0,1.4397467309779401
20,1770809624.5342689,3,-1.1288923025131226,1.0920116901397705,0.0,0.0,1.570632790334933
20,1770809624.5342689,4,1.4724682569503784,0.5465570688247681,0.0,0.0,1.570632801519441
20,1770809624.5342689,5,-1.0907171964645386,1.889177680015564,0.0,0.0,2.1814344613882977
20,1770809624.5342689,6,-1.259778380393982,3.441480875015259,0.0,0.0,3.664809978812527
20,1770809624.5342689,7,-1.589720368385315,4.34282112121582,0.0,0.0,4.624641190464118
20,1770809624.5342689,8,-1.4111154079437256,4.8147735595703125,0.0,0.0,5.017299186262821
20,1770809624.5342689,9,3.2885124683380127,4.8336591720581055,0.0,0.0,5.84624454210017
20,1770809624.5342689,10,3.3607723712921143,5.359618186950684,0.0,0.0,6.326159817893708
20,1770809624.5342689,11,3.762974262237549,7.0910964012146,0.0,0.0,8.027678585343391
20,1770809624.5342689,12,-1.1861549615859985,2.2352371215820312,0.0,0.2434651404619217,2.5304641041898632
20,1770809624.5342689,13,2.2932329177856445,1.0697338581085205,0.0,0.2434651404619217,2.5304639381740657
20,1770809624.5342689,14,-1.636075735092163,1.3072235584259033,0.0,0.36519771814346313,2.0941769845600544
20,1770809624.5342689,15,1.8065003156661987,1.4433927536010742,0.0,0.36519771814346313,2.3123204863621667
20,1770809624.5342689,16,-1.8787603378295898,1.34799325466156,0.0,0.36519771814346313,2.31232052743875
20,1770809624.5342689,17,-1.0361813306808472,1.4042322635650635,0.0,-0.36519771814346313,1.745147558256491
20,1770809624.5342689,18,-1.2543247938156128,1.5666511058807373,0.0,-0.12173257023096085,2.0069196236864886
21,1770809624.6374128,0,0.2863132655620575,0.10627498477697372,0.0,0.0,0.305400816020775
21,1770809624.6374128,1,-0.3953849971294403,0.1844368875026703,0.0,0.0,0.436286902653197
21,1770809624.6374128,2,-1.0798100233078003,1.1405690908432007,0.0,0.0,1.5706328461556118
21,1770809624.6374128,3,1.4724682569503784,0.5465570688247681,0.0,0.0,1.570632801519441
21,1770809624.6374128,4,-1.0907171964645386,1.889177680015564,0.0,0.0,2.1814344613882977
21,1770809624.6374128,5,-1.259778380393982,3.441480875015259,0.0,0.0,3.664809978812527
21,1770809624.6374128,6,-1.589720368385315,4.34282112121582,0.0,0.0,4.624641190464118
21,1770809624.6374128,7,-1.4111154079437256,4.8147735595703125,0.0,0.0,5.017299186262821
21,1770809624.6374128,8,3.2885124683380127,4.8336591720581055,0.0,0.0,5.84624454210017
21,1770809624.6374128,9,3.3607723712921143,5.359618186950684,0.0,0.0,6.326159817893708
21,1770809624.6374128,10,4.013839244842529,6.952173233032227,0.0,0.0,8.027678253737365
21,1770809624.6374128,11,-0.6748812794685364,1.2717727422714233,0.0,0.12173257023096085,1.4397467309779401
